loss,mae,mape,val_loss,val_mae,val_mape,learning_rate
0.6181036233901978,0.6302712559700012,1747637.25,0.2870555818080902,0.40762507915496826,99.29488372802734,0.0010000000474974513
0.4157206416130066,0.5117427706718445,1043521.5,0.2742604613304138,0.39679065346717834,96.25499725341797,0.0010000000474974513
0.3186240792274475,0.44586774706840515,1086583.75,0.26038432121276855,0.38576966524124146,99.95533752441406,0.0010000000474974513
0.26826876401901245,0.4033922255039215,1031177.3125,0.2423606812953949,0.3709976077079773,102.53765106201172,0.0010000000474974513
0.22001831233501434,0.3645215332508087,1133888.25,0.22163620591163635,0.3535892069339752,104.97408294677734,0.0010000000474974513
0.19436267018318176,0.34193211793899536,1217074.75,0.20130522549152374,0.33589863777160645,106.52175903320312,0.0010000000474974513
0.1674855798482895,0.3152800500392914,1384384.625,0.18069198727607727,0.3163956105709076,101.26779174804688,0.0010000000474974513
0.14545150101184845,0.29276925325393677,1078054.5,0.16029947996139526,0.2964057922363281,93.50800323486328,0.0010000000474974513
0.13014045357704163,0.2760821580886841,993512.3125,0.14453613758087158,0.28125306963920593,89.3072280883789,0.0010000000474974513
0.11786656826734543,0.26307985186576843,1322300.375,0.13427451252937317,0.27092820405960083,83.617431640625,0.0010000000474974513
0.10605981945991516,0.24746514856815338,1037917.9375,0.12361929565668106,0.26018834114074707,80.53079223632812,0.0010000000474974513
0.1009509265422821,0.24086253345012665,1138849.5,0.11034843325614929,0.245350182056427,80.069091796875,0.0010000000474974513
0.08822575211524963,0.22330734133720398,1389521.5,0.10495558381080627,0.23869656026363373,80.50021362304688,0.0010000000474974513
0.08175807446241379,0.21405452489852905,1088238.375,0.09971927851438522,0.23195190727710724,81.9725570678711,0.0010000000474974513
0.07624378800392151,0.20459304749965668,1160636.5,0.08627858757972717,0.21429991722106934,81.31515502929688,0.0010000000474974513
0.06861700862646103,0.19496753811836243,1153021.625,0.07494473457336426,0.19941531121730804,82.90776824951172,0.0010000000474974513
